#Contacts: Martin Flechl, Steve Sekula, Maria Ubiali, Date: May 6, 2015
#A preliminary version of grid of Santander-matched cross sections in tan beta (0.1-60) and mH+ (200-1000 GeV), sqrt(s)=8 TeV, in units of GeV and picobarn.
#Also given are total uncertainties (PDF, alphas, scale, mb). Numbers are for 2HDM type-II (a la MSSM), but without SQCD corrections.
#The uncertainties at very low tan beta might not be accurate, please use with care and only after discussing with the authors.
mhp tb xsec unc- unc+
820 13 0.000300897 0.000122273 0.000123065 
820 14 0.000338287 0.000137833 0.000138739 
820 15 0.000379249 0.000154679 0.000155698 
820 16 0.000423002 0.000172613 0.000173745 
820 17 0.000471556 0.000192904 0.000194177 
820 18 0.000523682 0.000214481 0.000215896 
820 19 0.000578148 0.000236651 0.000238207 
820 20 0.000637744 0.000260881 0.000262607 
820 25 0.000980051 0.000400873 0.000403533 
820 30 0.00140411 0.00057832 0.000582139 
820 35 0.00190814 0.000783635 0.000788813 
820 40 0.00248645 0.0010169 0.00102367 
820 45 0.00314808 0.00128802 0.00129659 
820 50 0.00388276 0.00159324 0.00160383 
820 55 0.00469462 0.00192487 0.00193763 
820 60 0.0055902 0.00229293 0.00230815 
840 0.1 0.599812 0.233462 0.234145 
840 0.2 0.149899 0.0585065 0.0586767 
840 0.3 0.0666707 0.0259168 0.0259926 
840 0.4 0.0374752 0.0145559 0.0145985 
840 0.5 0.0240255 0.00934772 0.00937504 
840 0.6 0.0166353 0.00646065 0.0064796 
840 0.7 0.0153318 0.00805901 0.00809072 
840 0.8 0.00937544 0.00364445 0.00365512 
840 0.9 0.00740782 0.00288157 0.00288999 
840 1 0.00599663 0.00233361 0.00234043 
840 2 0.00150153 0.000581587 0.000583285 
840 3 0.00067723 0.000263074 0.000263837 
840 4 0.000396514 0.000154329 0.000154782 
840 5 0.000273169 0.000106393 0.000106704 
840 6 0.000215943 8.46243e-05 8.48789e-05 
840 7 0.000189594 7.4905e-05 7.51313e-05 
840 8 0.00017957 7.0867e-05 7.10792e-05 
840 9 0.000184541 7.39696e-05 7.41959e-05 
840 10 0.00214868 0.00246754 0.00247893 
840 12 0.000222045 9.11427e-05 9.14538e-05 
840 13 0.000247392 0.000102024 0.000102378 
840 14 0.00027635 0.00011423 0.000114626 
840 15 0.000308129 0.000127554 0.000127993 
840 16 0.000345864 0.00014309 0.000143585 
840 17 0.000385633 0.000159539 0.00016009 
840 18 0.000430702 0.000178793 0.000179415 
840 19 0.000475655 0.000196977 0.000197656 
840 20 0.000525908 0.000217967 0.000218716 
840 25 0.000631605 0.000284105 0.000285231 
840 30 0.000959029 0.000420839 0.000422502 
840 35 0.00135436 0.00058202 0.000584297 
840 40 0.00182079 0.000778672 0.000781657 
840 45 0.00235146 0.00100111 0.00100487 
840 50 0.00295706 0.00125142 0.00125607 
840 55 0.00362938 0.0015292 0.00153483 
840 60 0.00436513 0.00183742 0.00184411 
840 2.04796e-38 0.0641258 0.0744243 0.0747688 
860 0.1 0.546644 0.23024 0.231945 
860 0.2 0.133746 0.0541029 0.0544848 
860 0.3 0.0594365 0.0239279 0.0240983 
860 0.4 0.0334147 0.0134661 0.0135617 
860 0.5 0.0214045 0.00865675 0.00871806 
860 0.6 0.0148337 0.00597266 0.00601517 
860 0.7 0.0108972 0.00440503 0.00443586 
860 0.8 0.00835532 0.00336503 0.00338893 
860 0.9 0.00660302 0.00265749 0.0026764 
860 1 0.00535081 0.00215776 0.00217306 
860 2 0.00134009 0.000537576 0.000541385 
860 3 0.000604393 0.000243765 0.00024549 
860 4 0.000352875 0.00014199 0.000142996 
860 5 0.000242536 9.74849e-05 9.81677e-05 
860 6 0.000190032 7.67007e-05 7.72398e-05 
860 7 0.000168642 6.87357e-05 6.92388e-05 
860 8 0.000162275 6.70477e-05 6.75508e-05 
860 9 0.000163867 6.74697e-05 6.79728e-05 
860 10 0.000174442 7.21821e-05 7.27211e-05 
860 11 0.000191471 7.97436e-05 8.03545e-05 
860 12 0.00021262 8.91683e-05 8.98511e-05 
860 13 0.000238959 0.000100721 0.000101512 
860 14 0.000266475 0.000111834 0.000112697 
860 15 0.000298058 0.000125163 0.000126133 
860 16 0.000334972 0.000141429 0.000142543 
860 17 0.000371799 0.000156533 0.000157755 
860 18 0.000413161 0.000174363 0.000175729 
860 19 0.000456442 0.000192317 0.000193826 
860 20 0.000504726 0.000213506 0.000215195 
860 25 0.000774473 0.000327345 0.000329933 
860 30 0.00110925 0.000468318 0.000472055 
860 35 0.0015116 0.000639429 0.000644532 
860 40 0.00196916 0.00083665 0.000843298 
860 45 0.0024926 0.00105431 0.00106272 
860 50 0.00307677 0.00130646 0.00131685 
860 55 0.00372134 0.00157874 0.00159135 
860 60 0.00442329 0.00187236 0.00188727 
880 0.1 0.461784 0.193095 0.194344 
880 0.2 0.115588 0.0485614 0.0488751 
880 0.3 0.0513738 0.0215085 0.0216481 
880 0.4 0.0298908 0.0132947 0.0133876 
880 0.5 0.0206554 0.010352 0.0104331 
880 0.6 0.0128631 0.0053684 0.00540318 
880 0.7 0.00944528 0.0039568 0.00398231 
880 0.8 0.0072209 0.00301642 0.00303596 
880 0.9 0.0057046 0.00238368 0.00239912 
880 1 0.00462147 0.00193387 0.00194641 
880 2 0.00115896 0.000482514 0.000485649 
880 3 0.00052159 0.000217724 0.000219124 
880 4 0.000305434 0.000128008 0.000128842 
880 5 0.000209873 8.80503e-05 8.86172e-05 
880 6 0.000320509 0.000259229 0.000261907 
880 7 0.00014465 6.10469e-05 6.14471e-05 
880 8 0.000139153 5.95897e-05 5.99899e-05 
880 9 0.000140724 6.0006e-05 6.04062e-05 
880 10 0.000149789 6.40466e-05 6.44801e-05 
880 11 0.000165237 7.17981e-05 7.22983e-05 
880 12 0.000184154 8.00873e-05 8.06542e-05 
880 13 0.000205557 8.97992e-05 9.04329e-05 
880 14 0.000229317 0.000100136 0.000100836 
880 15 0.00149619 0.00161006 0.00162863 
880 16 0.000287768 0.000126218 0.000127118 
880 17 0.000320593 0.000140595 0.000141595 
880 18 0.0102608 0.0122579 0.0124011 
880 19 0.000393279 0.00017247 0.000173704 
880 20 0.000433599 0.000190471 0.000191838 
880 25 0.000669136 0.000294767 0.000296901 
880 30 0.000960276 0.000424661 0.000427729 
880 35 0.00130433 0.000575243 0.000579412 
880 40 0.0016983 0.000746479 0.000751915 
880 45 0.00214447 0.000945465 0.000952335 
880 50 0.00265171 0.00116817 0.00117668 
880 55 0.00320656 0.0014136 0.00142391 
880 60 0.0120587 0.0114756 0.0116061 
900 0.1 0.412772 0.178071 0.178298 
900 0.2 0.103373 0.0446697 0.0447265 
900 0.3 0.0458924 0.0197577 0.019783 
900 0.4 0.0257755 0.011113 0.0111272 
900 0.5 0.0165378 0.00712505 0.00713414 
900 0.6 0.011462 0.00494435 0.00495067 
900 0.7 0.00842537 0.00363433 0.00363897 
900 0.8 0.00645193 0.00278276 0.00278632 
900 0.9 0.00510008 0.00219776 0.00220056 
900 1 0.00566899 0.00338981 0.00339659 
900 2 0.00203487 0.00167569 0.00167919 
900 3 0.000465379 0.000200077 0.000200331 
900 4 0.000272748 0.000117643 0.000117794 
900 5 0.000187411 8.06378e-05 8.07404e-05 
900 6 0.000147962 6.40549e-05 6.4137e-05 
900 7 1.27783 1.57194 1.57568 
900 8 1.25295 1.54134 1.54501 
900 9 1.30859 1.6098 1.61363 
900 10 0.000134819 6.0115e-05 6.01971e-05 
900 11 0.000146804 6.54554e-05 6.55443e-05 
900 12 0.000164294 7.36156e-05 7.37182e-05 
900 13 0.000305283 0.000218666 0.000219137 
900 14 0.000205428 9.27521e-05 9.2882e-05 
900 15 0.000229397 0.000103433 0.000103576 
900 16 0.000257287 0.000116505 0.000116669 
900 17 0.000287229 0.000130515 0.0001307 
900 18 0.000319081 0.000144659 0.000144864 
900 19 0.000352191 0.000159527 0.000159752 
900 20 0.00278069 0.0031205 0.00312775 
900 25 0.000595909 0.000270262 0.000270645 
900 30 0.00123891 0.000861143 0.000862822 
900 35 0.0011603 0.000525498 0.000526251 
900 40 0.00151334 0.000689271 0.000690256 
900 45 0.00191767 0.000873574 0.000874825 
900 50 0.00236537 0.00107744 0.00107898 
900 55 0.00515726 0.00388531 0.00389389 
900 60 0.00341049 0.00155463 0.00155686 
920 0.1 0.367509 0.165165 0.165513 
920 0.2 0.0919232 0.0414051 0.0414922 
920 0.3 0.040874 0.0184085 0.0184473 
920 0.4 0.0229798 0.0103311 0.0103529 
920 0.5 0.0146869 0.00663153 0.00664545 
920 0.6 0.0101915 0.00457329 0.00458295 
920 0.7 0.00750478 0.00338169 0.00338883 
920 0.8 0.00574266 0.00258457 0.00259 
920 0.9 0.00454117 0.00204755 0.00205187 
920 1 0.00367954 0.00165657 0.00166005 
920 2 0.00194345 0.00167092 0.0016769 
920 3 0.000415474 0.000186769 0.00018716 
920 4 0.000241561 0.000108134 0.000108359 
920 5 0.000166314 7.46758e-05 7.48298e-05 
920 6 1.28459 1.57958 1.586 
920 7 1.15564 1.42101 1.42679 
920 8 2.29305 2.06618 2.07764 
920 9 1.18143 1.45273 1.45863 
920 10 1.27729 1.57061 1.57699 
920 11 0.000153562 8.11027e-05 8.13516e-05 
920 12 0.000145537 6.81854e-05 6.83394e-05 
920 13 0.000163584 7.72727e-05 7.74504e-05 
920 14 0.000183545 8.65028e-05 8.67042e-05 
920 15 0.000633433 0.000606642 0.000609009 
920 16 0.000228513 0.000107889 0.000108138 
920 17 0.00172148 0.00190287 0.00191049 
920 18 0.000282668 0.000133672 0.00013398 
920 19 0.000312752 0.000148324 0.000148668 
920 20 0.000344748 0.00016312 0.000163499 
920 25 0.000531599 0.000252783 0.000253376 
920 30 0.000761688 0.000362589 0.000363442 
920 35 0.00103563 0.000493856 0.000495018 
920 40 0.00134834 0.00064409 0.000645595 
920 45 0.00170627 0.000812269 0.000814177 
920 50 0.00210685 0.0010058 0.00100816 
920 55 0.00254866 0.00121662 0.00121948 
920 60 0.00303168 0.00144472 0.00144812 
940 0.1 0.324411 0.148924 0.149174 
940 0.2 0.0810799 0.0372694 0.0373319 
940 0.3 0.0360284 0.0165151 0.0165428 
940 0.4 0.0202663 0.00929708 0.00931271 
940 0.5 0.0130094 0.00596689 0.00597689 
940 0.6 0.00901319 0.00414158 0.00414852 
940 0.7 0.0066244 0.00304565 0.00305076 
940 0.8 0.00506781 0.00232579 0.00232969 
940 0.9 0.00400217 0.00183766 0.00184073 
940 1 0.00324269 0.0014879 0.00149039 
940 2 0.000812736 0.000372938 0.000373561 
940 3 0.000365388 0.000167468 0.000167746 
940 4 0.000213618 9.82356e-05 9.83986e-05 
940 5 0.000147789 6.81183e-05 6.82334e-05 
940 6 1.89025 2.32962 2.33765 
940 7 1.97826 1.86168 1.87008 
940 8 1.04063 1.27065 1.27507 
940 9 2.01658 1.89774 1.90631 
940 10 1.8545 2.28557 2.29345 
940 11 1.21657 1.49934 1.50451 
940 12 0.000127074 6.00586e-05 6.01641e-05 
940 13 0.000143351 6.87526e-05 6.88772e-05 
940 14 0.00016122 7.78922e-05 7.8036e-05 
940 15 0.000181007 8.71839e-05 8.73469e-05 
940 16 0.000202207 9.80253e-05 9.82075e-05 
940 17 0.000224854 0.000108502 0.000108703 
940 18 0.000248768 0.000119718 0.000119939 
940 19 0.000276205 0.000133798 0.000134047 
940 20 0.000302508 0.000145682 0.000145951 
940 25 0.000467252 0.000226438 0.00022686 
940 30 0.00127954 0.00107715 0.00108035 
940 35 0.000908998 0.000441213 0.000442038 
940 40 0.00118522 0.000577276 0.00057836 
940 45 0.00149715 0.000727088 0.000728449 
940 50 0.00185221 0.000896432 0.000898119 
940 55 0.00223938 0.00108693 0.00108898 
940 60 0.00266743 0.00129485 0.00129728 
960 0.1 0.291902 0.137408 0.138106 
960 0.2 0.0729125 0.0343152 0.0344897 
960 0.3 0.0324422 0.0152683 0.0153459 
960 0.4 0.0182204 0.00856973 0.00861341 
960 0.5 0.0116433 0.00549839 0.00552638 
960 0.6 0.0081045 0.00381998 0.00383942 
960 0.7 0.00595154 0.00280414 0.00281841 
960 0.8 0.00455688 0.00214447 0.00215538 
960 0.9 0.00360265 0.00169588 0.00170449 
960 1 0.00291923 0.00137428 0.00138126 
960 2 0.000731837 0.000344733 0.000346486 
960 3 0.000329601 0.000155012 0.000155798 
960 4 0.000191645 9.0017e-05 9.04704e-05 
960 5 1.21114 1.4908 1.50622 
960 6 2.05812 1.94693 1.97313 
960 7 1.84868 1.7488 1.77234 
960 8 1.79763 1.70051 1.72339 
960 9 1.88189 1.78022 1.80418 
960 10 2.03015 1.92047 1.94632 
960 11 2.24332 2.12213 2.15069 
960 12 1.19251 1.46789 1.48307 
960 13 0.000127576 6.20423e-05 6.23747e-05 
960 14 0.000144925 7.12745e-05 7.16675e-05 
960 15 0.000163074 8.0734e-05 8.11874e-05 
960 16 0.00018012 8.86946e-05 8.91782e-05 
960 17 0.000200664 9.88354e-05 9.93795e-05 
960 18 0.000222805 0.000109431 0.000110035 
960 19 0.000248268 0.000123312 0.000124007 
960 20 0.00027248 0.000134881 0.000135637 
960 25 0.000420578 0.000208629 0.000209808 
960 30 0.000602274 0.000299343 0.000301035 
960 35 0.00106506 0.000710359 0.000715805 
960 40 0.00107076 0.000534074 0.000537097 
960 45 0.00135043 0.000670646 0.000674454 
960 50 0.00166894 0.00082763 0.000832346 
960 55 0.00201765 0.00100405 0.00100973 
960 60 0.00240219 0.00119852 0.00120532 
980 0.1 0.256379 0.126723 0.127483 
980 0.2 0.0641106 0.031698 0.0318883 
980 0.3 0.028465 0.0140854 0.01417 
980 0.4 0.0160222 0.00790232 0.00794986 
980 0.5 0.0102681 0.0050831 0.00511356 
980 0.6 0.00712242 0.00352164 0.00354279 
980 0.7 0.00523161 0.00258365 0.00259917 
980 0.8 0.00400447 0.00197764 0.00198953 
980 0.9 0.00318198 0.00158168 0.00159135 
980 1 0.00256355 0.00126697 0.00127457 
980 2 0.000641946 0.000316611 0.0003185 
980 3 0.000289504 0.000142936 0.000143788 
980 4 1.06543 1.31123 1.32934 
980 5 2.09244 2.281 2.31658 
980 6 1.67545 1.82643 1.85492 
980 7 1.50143 1.63673 1.66226 
980 8 1.47233 1.60501 1.63004 
980 9 1.53007 1.66796 1.69398 
980 10 1.65614 1.80539 1.83355 
980 11 1.8302 1.99514 2.02625 
980 12 2.04687 2.23133 2.26614 
980 13 0.000112735 5.8074e-05 5.84445e-05 
980 14 0.000125483 6.42678e-05 6.46754e-05 
980 15 0.000141688 7.35916e-05 7.40733e-05 
980 16 0.000159496 8.33773e-05 8.39331e-05 
980 17 0.000175926 9.10184e-05 9.16112e-05 
980 18 0.000195814 0.000101789 0.000102456 
980 19 0.000216503 0.000112791 0.000113533 
980 20 0.000238317 0.000123732 0.000124547 
980 25 0.000369436 0.000193505 0.000194802 
980 30 0.000528131 0.000276652 0.000278504 
980 35 0.000717382 0.000375777 0.000378297 
980 40 0.000936064 0.000490944 0.000494242 
980 45 0.00118231 0.000621409 0.000625559 
980 50 0.00145835 0.000761849 0.000766962 
980 55 0.00176868 0.000926879 0.000933104 
980 60 0.0303208 0.0299165 0.200758 
1000 0.1 0.230745 0.1161 0.116815 
1000 0.2 0.0576995 0.0290709 0.0292502 
1000 0.3 0.0256368 0.0129266 0.0130063 
1000 0.4 0.0144101 0.00723536 0.00728022 
1000 0.5 0.00924133 0.00465658 0.00468522 
1000 0.6 0.00640841 0.00322442 0.00324428 
1000 0.7 0.00470799 0.00237207 0.00238671 
1000 0.8 0.0036057 0.00181242 0.00182356 
1000 0.9 0.00284647 0.00143406 0.00144289 
1000 1 0.00230908 0.00116275 0.00116993 
1000 2 0.000576992 0.000289453 0.000291219 
1000 3 0.000259344 0.000129967 0.000130752 
1000 4 0.000151983 7.64562e-05 7.69272e-05 
1000 5 1.95814 2.10356 2.13703 
1000 6 1.57114 1.68782 1.71468 
1000 7 1.41064 1.51541 1.53952 
1000 8 1.3766 1.47883 1.50237 
1000 9 1.43073 1.53699 1.56145 
1000 10 1.54721 1.66212 1.68857 
1000 11 1.71179 1.83892 1.86818 
1000 12 1.91289 2.05496 2.08766 
1000 13 2.15668 2.31686 2.35373 
1000 14 1.18776 1.46245 1.48276 
1000 15 0.000128888 6.85339e-05 6.90049e-05 
1000 16 0.000143049 7.56328e-05 7.6143e-05 
1000 17 0.000158012 8.29666e-05 8.3516e-05 
1000 18 0.000176073 9.30012e-05 9.36291e-05 
1000 19 0.000195415 0.000103797 0.000104503 
1000 20 0.000215882 0.000114537 0.000115321 
1000 25 0.00033237 0.000177259 0.000178476 
1000 30 0.000474939 0.000252366 0.000254092 
1000 35 0.000644918 0.000343196 0.000345551 
1000 40 0.00084343 0.000449694 0.000452794 
1000 45 0.00106236 0.000564353 0.000568238 
1000 50 0.0013166 0.000702698 0.000707525 
1000 55 0.00159276 0.000849509 0.000855357 
1000 60 0.00189434 0.00101121 0.00101816 
