 MH    NLO xsec      Er_scale(+)   Er_scale(-)   Er_PDF(+/-)   Er_alphas(+)   Er_alphas(-) Er PDF+as     Er_TOT(+)     Er_TOT(-)
 660    2.5731E-02    5.2873E-03    5.2824E-03    1.4426E-03    4.7035E-04    6.2628E-04    1.5433E-03    6.8305E-03    6.8257E-03
 680    2.2778E-02    4.7071E-03    4.6160E-03    1.2890E-03    4.2079E-04    5.9581E-04    1.3856E-03    6.0927E-03    6.0016E-03
 700    2.0189E-02    4.0797E-03    4.1954E-03    1.1738E-03    3.8025E-04    5.6323E-04    1.2650E-03    5.3447E-03    5.4604E-03
 720    1.7942E-02    3.7259E-03    3.8378E-03    1.0735E-03    4.0776E-04    5.9982E-04    1.1858E-03    4.9116E-03    5.0236E-03
 740    1.5989E-02    3.4400E-03    3.3446E-03    9.7935E-04    2.9437E-04    4.0884E-04    1.0406E-03    4.4806E-03    4.3851E-03
 760    1.4233E-02    3.0612E-03    2.9700E-03    8.8869E-04    2.8112E-04    3.9728E-04    9.5122E-04    4.0124E-03    3.9212E-03
 780    1.2756E-02    2.7297E-03    2.6772E-03    9.0040E-04    1.9475E-04    4.3136E-04    9.5327E-04    3.6830E-03    3.6304E-03
 800    1.1363E-02    2.4416E-03    2.4077E-03    7.1277E-04    1.8797E-04    3.4819E-04    7.6152E-04    3.2032E-03    3.1692E-03
 820    1.0210E-02    2.2232E-03    2.1985E-03    7.1444E-04    1.6798E-04    3.3211E-04    7.5693E-04    2.9801E-03    2.9554E-03
 840    9.1489E-03    2.0129E-03    1.9664E-03    6.5333E-04    1.6178E-04    2.9758E-04    6.9253E-04    2.7055E-03    2.6589E-03
 860    8.1965E-03    1.8867E-03    1.7180E-03    5.6467E-04    1.8318E-04    2.4517E-04    6.0392E-04    2.4906E-03    2.3219E-03
 880    7.3737E-03    1.6765E-03    1.5792E-03    5.1691E-04    1.6768E-04    2.0512E-04    5.4949E-04    2.2260E-03    2.1287E-03
 900    6.6346E-03    1.4868E-03    1.4053E-03    4.7251E-04    1.2997E-04    2.0632E-04    5.0153E-04    1.9884E-03    1.9068E-03
 920    5.9766E-03    1.3327E-03    1.2783E-03    4.3392E-04    1.3301E-04    1.8285E-04    4.6176E-04    1.7944E-03    1.7401E-03
 940    5.3877E-03    1.2541E-03    1.1415E-03    3.9690E-04    9.8324E-05    1.6893E-04    4.1879E-04    1.6728E-03    1.5603E-03
 960    4.8647E-03    1.1136E-03    1.0364E-03    3.6636E-04    9.2509E-05    1.7739E-04    3.9043E-04    1.5040E-03    1.4268E-03
 980    4.3976E-03    1.0084E-03    9.7359E-04    3.2304E-04    6.6256E-05    1.3883E-04    3.3893E-04    1.3473E-03    1.3125E-03
1000    3.9683E-03    9.1279E-04    8.7824E-04    3.0639E-04    7.6621E-05    1.3357E-04    3.2392E-04    1.2367E-03    1.2022E-03
